customerid,tenure_group,contract,paymentmethod,monthlycharges,total_revenue,churn_flag,risk_level,value_segment,lifecycle_stage
9286-DOJGF,2-4 years,Month-to-month,Bank transfer (automatic),74.95,2848.1,1,High Risk,Mid Value,Mature (2-4y)
6048-QBXKL,0-1 year,Month-to-month,Credit card (automatic),56.55,113.1,0,Low Risk,Low Value,New (0-1y)
9661-MHUMO,0-1 year,Month-to-month,Credit card (automatic),49.25,49.25,1,High Risk,Low Value,New (0-1y)
7718-RXDGG,1-2 years,Month-to-month,Bank transfer (automatic),68.6,1029,0,Low Risk,Mid Value,Growing (1-2y)
1025-FALIX,2-4 years,Month-to-month,Credit card (automatic),69.05,1795.3,0,Low Risk,Mid Value,Mature (2-4y)
3451-VAWLI,2-4 years,Two year,Credit card (automatic),19.7,689.5,0,Low Risk,Low Value,Mature (2-4y)
3407-QGWLG,0-1 year,Month-to-month,Mailed check,20.05,60.15,0,Low Risk,Low Value,New (0-1y)
1842-EZJMK,4+ years,Month-to-month,Electronic check,103.7,5185,1,High Risk,High Value,Loyal (4y+)
2347-WKKAE,2-4 years,Month-to-month,Electronic check,94.4,3964.8,0,Low Risk,High Value,Mature (2-4y)
8735-DCXNF,0-1 year,Month-to-month,Credit card (automatic),54.95,549.5,0,Low Risk,Low Value,New (0-1y)
3214-IYUUQ,4+ years,One year,Bank transfer (automatic),93.7,5715.7,0,Low Risk,High Value,Loyal (4y+)
1936-UAFEH,4+ years,Two year,Credit card (automatic),110.25,7497,0,Low Risk,High Value,Loyal (4y+)
3587-PMCOY,0-1 year,One year,Electronic check,98.9,989,0,Low Risk,Low Value,New (0-1y)
8079-XRJRS,4+ years,One year,Electronic check,89.75,5833.75,1,High Risk,High Value,Loyal (4y+)
1027-LKKQQ,4+ years,Two year,Bank transfer (automatic),80.45,5792.4,0,Low Risk,High Value,Loyal (4y+)
7148-XZPHA,4+ years,Month-to-month,Electronic check,79.4,4367,0,Low Risk,High Value,Loyal (4y+)
8073-IJDCM,0-1 year,Month-to-month,Mailed check,20.3,20.3,1,High Risk,Low Value,New (0-1y)
5309-TAIKL,0-1 year,Month-to-month,Bank transfer (automatic),62.8,439.6,0,Low Risk,Low Value,New (0-1y)
6856-RAURS,0-1 year,Month-to-month,Mailed check,74.9,149.8,0,Low Risk,Low Value,New (0-1y)
8778-LMWTJ,0-1 year,Month-to-month,Electronic check,74.85,673.65,0,Low Risk,Low Value,New (0-1y)
9717-IOAAF,2-4 years,Two year,Credit card (automatic),25.85,697.95,0,Low Risk,Low Value,Mature (2-4y)
8884-ADFVN,0-1 year,Month-to-month,Electronic check,101.95,713.65,1,High Risk,Low Value,New (0-1y)
2845-KDHVX,4+ years,Two year,Mailed check,68.3,4371.2,0,Low Risk,High Value,Loyal (4y+)
0848-SOMKO,4+ years,Two year,Bank transfer (automatic),48.4,3388,0,Low Risk,High Value,Loyal (4y+)
2720-WGKHP,0-1 year,Month-to-month,Electronic check,94,188,1,High Risk,Low Value,New (0-1y)
6734-FQAJX,4+ years,Two year,Electronic check,105.05,7038.35,0,Low Risk,High Value,Loyal (4y+)
2869-ADAWR,2-4 years,Month-to-month,Credit card (automatic),89.3,4018.5,1,High Risk,High Value,Mature (2-4y)
1535-VTJOQ,1-2 years,Two year,Credit card (automatic),25.15,603.6,0,Low Risk,Low Value,Growing (1-2y)
6368-TZZDT,0-1 year,Two year,Credit card (automatic),19.5,78,0,Low Risk,Low Value,New (0-1y)
0943-ZQPXH,2-4 years,Month-to-month,Bank transfer (automatic),92.95,4089.8,0,Low Risk,High Value,Mature (2-4y)
1293-BSEUN,4+ years,Two year,Mailed check,20.7,1490.4,0,Low Risk,Mid Value,Loyal (4y+)
9894-EZEWG,0-1 year,Month-to-month,Credit card (automatic),74.3,74.3,1,High Risk,Low Value,New (0-1y)
1302-TPUBN,4+ years,Two year,Bank transfer (automatic),19.35,1277.1,0,Low Risk,Mid Value,Loyal (4y+)
7851-FLGGQ,0-1 year,Month-to-month,Mailed check,44.65,44.65,1,High Risk,Low Value,New (0-1y)
0637-UBJRP,1-2 years,Month-to-month,Electronic check,84.05,1092.65,1,High Risk,Mid Value,Growing (1-2y)
0940-OUQEC,0-1 year,Month-to-month,Bank transfer (automatic),80.7,807,1,High Risk,Low Value,New (0-1y)
2378-VTKDH,4+ years,Month-to-month,Electronic check,104.35,6782.75,0,Low Risk,High Value,Loyal (4y+)
0927-CNGRH,0-1 year,Month-to-month,Mailed check,19.55,19.55,0,Low Risk,Low Value,New (0-1y)
8608-OZTLB,2-4 years,One year,Electronic check,74.05,2813.9,0,Low Risk,Mid Value,Mature (2-4y)
2335-GSODA,1-2 years,Two year,Mailed check,40.1,922.3,0,Low Risk,Low Value,Growing (1-2y)
1952-DVVSW,0-1 year,One year,Mailed check,20.1,201,0,Low Risk,Low Value,New (0-1y)
0702-PGIBZ,0-1 year,Month-to-month,Electronic check,101.7,406.8,1,High Risk,Low Value,New (0-1y)
6656-GULJQ,4+ years,Two year,Credit card (automatic),83.55,6015.6,0,Low Risk,High Value,Loyal (4y+)
9853-JFZDU,2-4 years,Month-to-month,Electronic check,56.85,1989.75,0,Low Risk,Mid Value,Mature (2-4y)
1963-VAUKV,0-1 year,Month-to-month,Mailed check,20.4,20.4,1,High Risk,Low Value,New (0-1y)
3777-XROBG,4+ years,Two year,Credit card (automatic),19.55,1133.9,0,Low Risk,Mid Value,Loyal (4y+)
6994-FGRHH,4+ years,One year,Electronic check,106.15,7430.5,0,Low Risk,High Value,Loyal (4y+)
4000-VGMQP,2-4 years,One year,Credit card (automatic),78.95,3000.1,0,Low Risk,High Value,Mature (2-4y)
3999-WRNGR,4+ years,Month-to-month,Electronic check,49.75,2985,0,Low Risk,Mid Value,Loyal (4y+)
3466-RITXD,2-4 years,Month-to-month,Credit card (automatic),92.4,2402.4,0,Low Risk,Mid Value,Mature (2-4y)
2680-XKKNJ,0-1 year,One year,Bank transfer (automatic),58.2,465.6,0,Low Risk,Low Value,New (0-1y)
3058-HJCUY,2-4 years,One year,Electronic check,102.6,4206.6,1,High Risk,High Value,Mature (2-4y)
2974-GGUXS,2-4 years,Month-to-month,Credit card (automatic),91.95,3310.2,0,Low Risk,High Value,Mature (2-4y)
7994-XIRTR,4+ years,One year,Bank transfer (automatic),65.25,3523.5,0,Low Risk,High Value,Loyal (4y+)
3259-FDWOY,4+ years,Two year,Bank transfer (automatic),106,7526,1,High Risk,High Value,Loyal (4y+)
2101-RANCD,4+ years,Month-to-month,Electronic check,73.1,4020.5,0,Low Risk,High Value,Loyal (4y+)
7921-BEPCI,4+ years,Two year,Bank transfer (automatic),59.75,4302,0,Low Risk,High Value,Loyal (4y+)
0807-ZABDG,0-1 year,Month-to-month,Mailed check,55.1,165.3,1,High Risk,Low Value,New (0-1y)
8510-TMWYB,4+ years,Two year,Bank transfer (automatic),59.8,3229.2,0,Low Risk,High Value,Loyal (4y+)
3258-ZKPAI,4+ years,Two year,Bank transfer (automatic),116.6,8395.2,0,Low Risk,High Value,Loyal (4y+)
1428-IEDPR,4+ years,Two year,Electronic check,109.3,5683.6,0,Low Risk,High Value,Loyal (4y+)
5298-GSTLM,4+ years,One year,Bank transfer (automatic),101.4,6084,0,Low Risk,High Value,Loyal (4y+)
4450-YOOHP,2-4 years,Month-to-month,Credit card (automatic),50.65,1975.35,0,Low Risk,Mid Value,Mature (2-4y)
6728-CZFEI,1-2 years,One year,Mailed check,56.15,842.25,0,Low Risk,Low Value,Growing (1-2y)
5748-RNCJT,4+ years,Two year,Bank transfer (automatic),106.5,7348.5,1,High Risk,High Value,Loyal (4y+)
3653-NCRDJ,2-4 years,One year,Mailed check,19.2,825.6,0,Low Risk,Low Value,Mature (2-4y)
6121-TNHBO,4+ years,One year,Bank transfer (automatic),83,5229,0,Low Risk,High Value,Loyal (4y+)
5119-NZPTV,0-1 year,Month-to-month,Electronic check,70.1,140.2,0,Low Risk,Low Value,New (0-1y)
6519-ZHPXP,4+ years,Two year,Bank transfer (automatic),108.3,7797.6,0,Low Risk,High Value,Loyal (4y+)
7739-LAXOG,2-4 years,Month-to-month,Bank transfer (automatic),91.05,2913.6,1,High Risk,Mid Value,Mature (2-4y)
3472-QPRCH,2-4 years,Two year,Credit card (automatic),25.25,1010,0,Low Risk,Mid Value,Mature (2-4y)
8224-UAXBZ,4+ years,One year,Electronic check,45.35,2630.3,0,Low Risk,Mid Value,Loyal (4y+)
9610-WCESF,4+ years,Two year,Electronic check,43.9,2941.3,0,Low Risk,Mid Value,Loyal (4y+)
9776-CLUJA,4+ years,Month-to-month,Electronic check,77.5,3952.5,1,High Risk,High Value,Loyal (4y+)
2486-WYVVE,2-4 years,One year,Mailed check,79.3,2458.3,0,Low Risk,Mid Value,Mature (2-4y)
3865-ZYKAD,4+ years,Month-to-month,Credit card (automatic),84.9,5858.1,0,Low Risk,High Value,Loyal (4y+)
1422-DGUBX,2-4 years,One year,Electronic check,79.25,2536,0,Low Risk,Mid Value,Mature (2-4y)
2999-AANRQ,1-2 years,Two year,Credit card (automatic),71.05,1492.05,0,Low Risk,Mid Value,Growing (1-2y)
8668-KNZTI,4+ years,One year,Electronic check,53.75,2795,0,Low Risk,Mid Value,Loyal (4y+)
0480-KYJVA,4+ years,Two year,Credit card (automatic),24.25,1746,0,Low Risk,Mid Value,Loyal (4y+)
6034-ZRYCV,4+ years,Two year,Electronic check,54.2,3902.4,1,Medium Risk,High Value,Loyal (4y+)
9746-YKGXB,4+ years,One year,Bank transfer (automatic),44.25,2301,0,Low Risk,Mid Value,Loyal (4y+)
3926-YZVVX,2-4 years,One year,Bank transfer (automatic),50.05,2052.05,0,Low Risk,Mid Value,Mature (2-4y)
6000-UKLWI,2-4 years,Two year,Mailed check,20.15,826.15,0,Low Risk,Low Value,Mature (2-4y)
2079-FBMZK,0-1 year,Month-to-month,Mailed check,69.25,415.5,1,High Risk,Low Value,New (0-1y)
6332-FBZRI,4+ years,One year,Credit card (automatic),69.35,4646.45,0,Low Risk,High Value,Loyal (4y+)
2096-XOTMO,1-2 years,Month-to-month,Mailed check,19.35,309.6,0,Low Risk,Low Value,Growing (1-2y)
3266-FTKHB,1-2 years,Two year,Mailed check,19.15,325.55,0,Low Risk,Low Value,Growing (1-2y)
8221-EQDGL,2-4 years,Month-to-month,Mailed check,61,2135,0,Low Risk,Mid Value,Mature (2-4y)
2346-LOCWC,4+ years,Two year,Credit card (automatic),20.5,1189,0,Low Risk,Mid Value,Loyal (4y+)
6608-QQLVK,0-1 year,Month-to-month,Electronic check,50.5,50.5,1,High Risk,Low Value,New (0-1y)
0298-XACET,4+ years,Two year,Mailed check,50.2,2610.4,0,Low Risk,Mid Value,Loyal (4y+)
7560-QJAVJ,4+ years,Two year,Bank transfer (automatic),79.6,5572,0,Low Risk,High Value,Loyal (4y+)
2995-YWTCD,1-2 years,Two year,Bank transfer (automatic),24.9,473.1,0,Low Risk,Low Value,Growing (1-2y)
3551-HUAZH,0-1 year,Month-to-month,Electronic check,74.4,74.4,1,High Risk,Low Value,New (0-1y)
9137-UIYPG,2-4 years,Month-to-month,Electronic check,106.9,3741.5,0,Low Risk,High Value,Mature (2-4y)
2809-ZMYOQ,2-4 years,Month-to-month,Electronic check,101.35,3243.2,0,Low Risk,High Value,Mature (2-4y)
5084-OOVCJ,1-2 years,Month-to-month,Credit card (automatic),55.35,940.95,0,Low Risk,Low Value,Growing (1-2y)
0254-WWRKD,4+ years,One year,Credit card (automatic),50.55,3386.85,0,Low Risk,High Value,Loyal (4y+)
7727-SHVZV,0-1 year,Month-to-month,Bank transfer (automatic),19.5,175.5,0,Low Risk,Low Value,New (0-1y)
6302-JGYRJ,2-4 years,One year,Mailed check,79.45,2462.95,1,High Risk,Mid Value,Mature (2-4y)
5339-PXDVH,0-1 year,Month-to-month,Electronic check,90.65,362.6,0,Low Risk,Low Value,New (0-1y)
2205-LPVGL,4+ years,One year,Bank transfer (automatic),89.85,5211.3,0,Low Risk,High Value,Loyal (4y+)
8782-NUUOL,4+ years,One year,Mailed check,79,4740,0,Low Risk,High Value,Loyal (4y+)
3685-YLCMQ,4+ years,One year,Electronic check,104.65,6069.7,1,High Risk,High Value,Loyal (4y+)
7601-WFVZV,0-1 year,Month-to-month,Mailed check,19.55,19.55,0,Low Risk,Low Value,New (0-1y)
4609-KNNWG,2-4 years,Two year,Mailed check,19.9,537.3,0,Low Risk,Low Value,Mature (2-4y)
4868-AADLV,4+ years,One year,Electronic check,116.25,7672.5,0,Low Risk,High Value,Loyal (4y+)
9529-OFXHY,1-2 years,Month-to-month,Bank transfer (automatic),87.75,1316.25,0,Low Risk,Mid Value,Growing (1-2y)
8634-MPHTR,2-4 years,Month-to-month,Electronic check,100.05,4702.35,1,High Risk,High Value,Mature (2-4y)
2669-QVCRG,2-4 years,Month-to-month,Credit card (automatic),81.3,3333.3,0,Low Risk,High Value,Mature (2-4y)
2478-EEWWM,4+ years,Month-to-month,Electronic check,44.3,2613.7,0,Low Risk,Mid Value,Loyal (4y+)
9174-IHETN,4+ years,Two year,Credit card (automatic),70.35,3517.5,0,Low Risk,High Value,Loyal (4y+)
2233-TXSIU,1-2 years,One year,Credit card (automatic),44.45,755.65,0,Low Risk,Low Value,Growing (1-2y)
9644-UMGQA,0-1 year,Month-to-month,Electronic check,49.15,294.9,0,Low Risk,Low Value,New (0-1y)
3256-EZDBI,4+ years,Month-to-month,Credit card (automatic),29.45,1501.95,0,Low Risk,Mid Value,Loyal (4y+)
8761-NSOBC,2-4 years,Month-to-month,Electronic check,100.55,4424.2,1,High Risk,High Value,Mature (2-4y)
0419-YAAPX,4+ years,Month-to-month,Credit card (automatic),85.3,4179.7,0,Low Risk,High Value,Loyal (4y+)
8413-VONUO,0-1 year,Month-to-month,Electronic check,95.65,191.3,1,High Risk,Low Value,New (0-1y)
0872-CASZJ,4+ years,One year,Mailed check,69.1,4076.9,0,Low Risk,High Value,Loyal (4y+)
4726-DLWQN,4+ years,Month-to-month,Bank transfer (automatic),70.35,3517.5,0,Low Risk,High Value,Loyal (4y+)
8164-OCKUJ,4+ years,Two year,Mailed check,20.6,1215.4,0,Low Risk,Mid Value,Loyal (4y+)
3094-JOJAI,1-2 years,Month-to-month,Mailed check,74.15,1334.7,0,Low Risk,Mid Value,Growing (1-2y)
9494-MRNYX,0-1 year,Month-to-month,Electronic check,75.05,750.5,0,Low Risk,Low Value,New (0-1y)
2599-CZABP,1-2 years,One year,Electronic check,44.6,624.4,0,Low Risk,Low Value,Growing (1-2y)
7945-PRBVF,2-4 years,Two year,Bank transfer (automatic),21.45,750.75,0,Low Risk,Low Value,Mature (2-4y)
4544-RXFMG,0-1 year,One year,Mailed check,43.45,347.6,0,Low Risk,Low Value,New (0-1y)
0859-YGKFW,1-2 years,One year,Bank transfer (automatic),20.05,360.9,0,Low Risk,Low Value,Growing (1-2y)
1150-FTQGN,4+ years,One year,Bank transfer (automatic),94.15,5649,0,Low Risk,High Value,Loyal (4y+)
9223-UCPVT,0-1 year,Month-to-month,Electronic check,94.4,94.4,1,High Risk,Low Value,New (0-1y)
7196-LIWRH,0-1 year,Two year,Mailed check,19.55,117.3,0,Low Risk,Low Value,New (0-1y)
5448-VWNAM,1-2 years,Month-to-month,Mailed check,75.9,1442.1,0,Low Risk,Mid Value,Growing (1-2y)
1177-XZBJL,4+ years,One year,Bank transfer (automatic),64.15,3399.95,0,Low Risk,High Value,Loyal (4y+)
3518-FSTWG,4+ years,Two year,Bank transfer (automatic),109.55,7887.6,0,Low Risk,High Value,Loyal (4y+)
9330-VOFSZ,4+ years,Two year,Credit card (automatic),110.8,6648,0,Low Risk,High Value,Loyal (4y+)
4351-QLCSU,0-1 year,Month-to-month,Credit card (automatic),55,55,1,High Risk,Low Value,New (0-1y)
0939-EREMR,1-2 years,Month-to-month,Mailed check,53.45,694.85,0,Low Risk,Low Value,Growing (1-2y)
9389-ACWBI,0-1 year,Month-to-month,Credit card (automatic),69.95,349.75,0,Low Risk,Low Value,New (0-1y)
5419-JPRRN,0-1 year,Month-to-month,Electronic check,101.45,101.45,1,High Risk,Low Value,New (0-1y)
3644-QXEHN,1-2 years,Month-to-month,Electronic check,97,1261,0,Low Risk,Mid Value,Growing (1-2y)
2911-IJORQ,2-4 years,One year,Bank transfer (automatic),90.6,3352.2,0,Low Risk,High Value,Mature (2-4y)
5921-NGYRH,4+ years,Month-to-month,Mailed check,73.55,4707.2,0,Low Risk,High Value,Loyal (4y+)
2100-BDNSN,0-1 year,Month-to-month,Bank transfer (automatic),67.95,339.75,1,High Risk,Low Value,New (0-1y)
5998-DZLYR,4+ years,Two year,Bank transfer (automatic),94.35,5755.35,0,Low Risk,High Value,Loyal (4y+)
0488-GSLFR,0-1 year,Month-to-month,Electronic check,69.5,69.5,1,High Risk,Low Value,New (0-1y)
9318-NKNFC,0-1 year,Month-to-month,Mailed check,18.85,18.85,1,High Risk,Low Value,New (0-1y)
3985-HOYPM,2-4 years,One year,Mailed check,19.4,504.4,0,Low Risk,Low Value,Mature (2-4y)
9728-FTTVZ,0-1 year,Month-to-month,Electronic check,69.2,69.2,1,High Risk,Low Value,New (0-1y)
9548-LERKT,1-2 years,Two year,Mailed check,19.75,474,0,Low Risk,Low Value,Growing (1-2y)
6576-FBXOJ,1-2 years,One year,Electronic check,54.6,928.2,0,Low Risk,Low Value,Growing (1-2y)
4310-KEDTB,2-4 years,Month-to-month,Mailed check,29.8,774.8,0,Low Risk,Low Value,Mature (2-4y)
7254-IQWOZ,0-1 year,Month-to-month,Electronic check,69.65,69.65,1,High Risk,Low Value,New (0-1y)
2474-BRUCM,2-4 years,Month-to-month,Electronic check,101.85,4074,1,High Risk,High Value,Mature (2-4y)
4062-HBMOS,4+ years,Month-to-month,Electronic check,103.05,5358.6,0,Low Risk,High Value,Loyal (4y+)
0742-NXBGR,0-1 year,Month-to-month,Electronic check,82.3,82.3,1,High Risk,Low Value,New (0-1y)
2676-ISHSF,0-1 year,Month-to-month,Mailed check,20.3,20.3,0,Low Risk,Low Value,New (0-1y)
9236-NDUCW,1-2 years,Two year,Mailed check,35.1,737.1,0,Low Risk,Low Value,Growing (1-2y)
4753-PADAS,4+ years,One year,Bank transfer (automatic),105.7,7081.9,0,Low Risk,High Value,Loyal (4y+)
6103-QCKFX,2-4 years,Month-to-month,Bank transfer (automatic),56.25,2475,0,Low Risk,Mid Value,Mature (2-4y)
7781-EWARA,4+ years,One year,Electronic check,60.35,4224.5,0,Low Risk,High Value,Loyal (4y+)
6110-OHIHY,0-1 year,Month-to-month,Electronic check,79.25,237.75,1,High Risk,Low Value,New (0-1y)
7018-FPXHH,4+ years,Two year,Bank transfer (automatic),59.8,3348.8,0,Low Risk,High Value,Loyal (4y+)
5889-LFOLL,1-2 years,Month-to-month,Electronic check,84.6,1099.8,1,High Risk,Mid Value,Growing (1-2y)
5708-EVONK,4+ years,Month-to-month,Bank transfer (automatic),93.4,5417.2,1,High Risk,High Value,Loyal (4y+)
8708-XPXHZ,2-4 years,Month-to-month,Electronic check,94.2,3956.4,1,High Risk,High Value,Mature (2-4y)
0616-ATFGB,0-1 year,Month-to-month,Electronic check,25.05,25.05,1,High Risk,Low Value,New (0-1y)
0572-ZJKLT,2-4 years,Two year,Mailed check,99.65,4583.9,0,Low Risk,High Value,Mature (2-4y)
5135-RDDQL,4+ years,Two year,Bank transfer (automatic),50.65,3190.95,0,Low Risk,High Value,Loyal (4y+)
1353-LJWEM,0-1 year,Month-to-month,Electronic check,60.9,669.9,0,Low Risk,Low Value,New (0-1y)
1794-SWWKL,1-2 years,Month-to-month,Bank transfer (automatic),59.65,894.75,0,Low Risk,Low Value,Growing (1-2y)
6166-YIPFO,4+ years,Two year,Electronic check,64.7,4658.4,0,Low Risk,High Value,Loyal (4y+)
7016-BPGEU,2-4 years,Month-to-month,Credit card (automatic),25.1,727.9,1,High Risk,Low Value,Mature (2-4y)
6876-ADESB,0-1 year,Month-to-month,Electronic check,48.95,48.95,1,High Risk,Low Value,New (0-1y)
9332-GYWLO,0-1 year,Month-to-month,Electronic check,54.85,329.1,0,Low Risk,Low Value,New (0-1y)
1963-SVUCV,0-1 year,Month-to-month,Electronic check,45.3,45.3,1,High Risk,Low Value,New (0-1y)
4184-VODJZ,4+ years,One year,Electronic check,91.35,5755.05,0,Low Risk,High Value,Loyal (4y+)
0220-EBGCE,0-1 year,Month-to-month,Electronic check,85.85,171.7,1,High Risk,Low Value,New (0-1y)
1092-WPIVQ,1-2 years,Two year,Mailed check,25.1,451.8,0,Low Risk,Low Value,Growing (1-2y)
7233-IOQNP,2-4 years,Month-to-month,Bank transfer (automatic),34,1462,0,Low Risk,Mid Value,Mature (2-4y)
2834-JKOOW,1-2 years,One year,Mailed check,45.9,688.5,0,Low Risk,Low Value,Growing (1-2y)
2754-VDLTR,0-1 year,Month-to-month,Electronic check,95.2,952,1,High Risk,Low Value,New (0-1y)
2400-FEQME,4+ years,Two year,Mailed check,20.5,1127.5,0,Low Risk,Mid Value,Loyal (4y+)
3190-XFANI,4+ years,One year,Bank transfer (automatic),100.6,4929.4,1,High Risk,High Value,Loyal (4y+)
7551-DACSP,0-1 year,Month-to-month,Mailed check,55.3,331.8,1,High Risk,Low Value,New (0-1y)
4957-SREEC,4+ years,Two year,Credit card (automatic),20.35,1424.5,0,Low Risk,Mid Value,Loyal (4y+)
7235-NXZCP,0-1 year,Month-to-month,Mailed check,74.85,149.7,1,High Risk,Low Value,New (0-1y)
0230-UBYPQ,4+ years,One year,Bank transfer (automatic),36.1,2274.3,0,Low Risk,Mid Value,Loyal (4y+)
4923-ADWXJ,2-4 years,Month-to-month,Bank transfer (automatic),65.8,1645,0,Low Risk,Mid Value,Mature (2-4y)
1763-KUAAW,1-2 years,One year,Bank transfer (automatic),20.35,366.3,0,Low Risk,Low Value,Growing (1-2y)
1104-TNLZA,2-4 years,Month-to-month,Electronic check,105.8,2962.4,0,Low Risk,Mid Value,Mature (2-4y)
5195-KPUNQ,4+ years,One year,Mailed check,96.75,5127.75,0,Low Risk,High Value,Loyal (4y+)
0520-FDVVT,2-4 years,One year,Bank transfer (automatic),102.35,3582.25,1,High Risk,High Value,Mature (2-4y)
3439-GVUSX,0-1 year,Month-to-month,Mailed check,24.4,24.4,0,Low Risk,Low Value,New (0-1y)
1444-VVSGW,4+ years,One year,Credit card (automatic),115.65,8095.5,1,High Risk,High Value,Loyal (4y+)
5712-PTIWW,0-1 year,Month-to-month,Electronic check,79.85,159.7,1,High Risk,Low Value,New (0-1y)
5949-HGVJL,2-4 years,Month-to-month,Electronic check,73.05,1899.3,0,Low Risk,Mid Value,Mature (2-4y)
5203-XEHAX,2-4 years,One year,Electronic check,64.35,2187.9,0,Low Risk,Mid Value,Mature (2-4y)
1635-HDGFT,1-2 years,Two year,Mailed check,20.5,389.5,0,Low Risk,Low Value,Growing (1-2y)
3315-TOTBP,1-2 years,Month-to-month,Mailed check,76,1140,1,High Risk,Mid Value,Growing (1-2y)
8050-XGRVL,4+ years,One year,Credit card (automatic),54.75,3394.5,0,Low Risk,High Value,Loyal (4y+)
6661-HBGWL,2-4 years,Month-to-month,Bank transfer (automatic),104.75,4399.5,1,High Risk,High Value,Mature (2-4y)
1518-VOWAV,0-1 year,Month-to-month,Electronic check,74.65,671.85,1,High Risk,Low Value,New (0-1y)
9828-QHFBK,1-2 years,Month-to-month,Electronic check,51.15,1227.6,0,Low Risk,Mid Value,Growing (1-2y)
3908-MKIMJ,4+ years,Two year,Electronic check,41.95,2852.6,0,Low Risk,Mid Value,Loyal (4y+)
5012-YSPJJ,2-4 years,Month-to-month,Mailed check,54.35,1684.85,0,Low Risk,Mid Value,Mature (2-4y)
5909-ECHUI,0-1 year,Month-to-month,Electronic check,56.25,56.25,1,High Risk,Low Value,New (0-1y)
1309-BXVOQ,1-2 years,Month-to-month,Electronic check,106.1,2228.1,1,High Risk,Mid Value,Growing (1-2y)
6728-VOIFY,4+ years,One year,Electronic check,96,6048,0,Low Risk,High Value,Loyal (4y+)
9317-WZPGV,0-1 year,Month-to-month,Bank transfer (automatic),79.75,159.5,1,High Risk,Low Value,New (0-1y)
4891-NLUBA,4+ years,Two year,Bank transfer (automatic),61.45,3748.45,0,Low Risk,High Value,Loyal (4y+)
2856-HYAPG,0-1 year,Month-to-month,Electronic check,68.65,68.65,1,High Risk,Low Value,New (0-1y)
8969-PRHFK,1-2 years,One year,Mailed check,19.65,353.7,0,Low Risk,Low Value,Growing (1-2y)
0661-KQHNK,0-1 year,One year,Credit card (automatic),19,114,0,Low Risk,Low Value,New (0-1y)
8709-KRDVL,2-4 years,Month-to-month,Electronic check,100,3300,0,Low Risk,High Value,Mature (2-4y)
4488-PSYCG,1-2 years,Month-to-month,Bank transfer (automatic),20.25,324,1,High Risk,Low Value,Growing (1-2y)
1427-VERSM,4+ years,Month-to-month,Electronic check,98.7,5527.2,0,Low Risk,High Value,Loyal (4y+)
9801-NOSHQ,1-2 years,One year,Mailed check,19.8,455.4,0,Low Risk,Low Value,Growing (1-2y)
6339-YPSAH,0-1 year,Month-to-month,Electronic check,73.8,664.2,0,Low Risk,Low Value,New (0-1y)
3621-CEOVK,1-2 years,Month-to-month,Electronic check,100.2,1402.8,1,High Risk,Mid Value,Growing (1-2y)
